Name,Average User Rating,User Rating Count,Price,In-app Purchases,Developer,Age Rating,Size,Genres,Original Release Date
Orbital Free,4.0,3910.0,0.0,,bitforge Ltd,4+,22872064.0,"Games, Strategy, Puzzle, Entertainment",1/12/2009
Arctopia: A Puzzle Game,4.0,118.0,0.0,,Alexander Williams,4+,11697152.0,"Games, Entertainment, Puzzle, Strategy",2/11/2009
"""Traveler's Quest""",4.0,486.0,0.0,"4.99, 2.99, 34.99, 2.99, 0.99, 0.99, 1.99, 24.99, 1.99, 2.99",Kitty Code,12+,283385856.0,"Games, Family, Travel, Strategy",25/11/2009
2012 Tumble,3.5,884.0,0.0,0.99,Rich Olson,9+,1250034.0,"Games, Entertainment, Strategy, Puzzle",12/11/2009
Runway Free,3.0,80790.0,0.0,,Rahul Biswas,4+,36204544.0,"Games, Strategy, Navigation, Role Playing",11/11/2009
DropZap,3.0,1419.0,0.99,,Amir Michail,4+,29578240.0,"Games, Strategy, Entertainment, Puzzle",12/11/2009
Furballs!,3.5,30.0,0.99,,"Freecloud Design, Inc.",9+,63169536.0,"Games, Casual, Entertainment, Strategy",12/11/2009
"""Tap 'n' Pop Arcade: Group Remove""",3.0,297.0,1.99,,"Software River Solutions, Inc",4+,3898368.0,"Games, Entertainment, Strategy, Puzzle",13/11/2009
Pinochle Plus,4.0,893.0,3.99,,fishdog.net,4+,43512832.0,"Games, Card, Entertainment, Strategy",20/12/2009
Solo Noble - Peg Solitaire - Free,2.5,240.0,0.0,0.99,iKreeda Games,4+,6322647.0,"Games, Board, Strategy",17/11/2009
Pok\xe9 Dexter - Generation I to VI,3.0,1471.0,0.99,,iVenus,4+,331237376.0,"Reference, Games, Strategy, Adventure",25/11/2009
Age of Conquest: North America,3.5,123.0,3.99,,Noble Master LLC,12+,36946944.0,"Games, Board, Entertainment, Strategy",18/11/2009
Jewel Lines Lite,2.5,6630.0,0.0,,"Software River Solutions, Inc",4+,8592384.0,"Games, Puzzle, Entertainment, Strategy",18/11/2009
Termite,3.5,158.0,0.0,0.99,Milan Toth,4+,1202176.0,"Games, Action, Strategy",18/11/2009
"""Tap 'n' Pop Arcade: Group Remove (FREE)""",2.5,3183.0,0.0,,"Software River Solutions, Inc",4+,6794240.0,"Games, Strategy, Entertainment, Puzzle",24/11/2009
T-Bomb,,,1.99,,"JS Digital Productions, Inc.",9+,12795904.0,"Games, Puzzle, Entertainment, Strategy",22/12/2009
Trenches,4.0,26674.0,0.99,,"Catapult Consulting, LLC",17+,37340259.0,"Games, Strategy, Entertainment, Action",24/12/2009
Solitaire Classic,3.5,17409.0,0.0,"3.99, 1.99, 1.99",Iversoft Solutions,4+,211776512.0,"Games, Card, Strategy",28/11/2009
Fragmental 3D - Build Lines with Falling Blocks!,4.0,84.0,0.99,,Aesthetic Interactive,4+,7619584.0,"Games, Entertainment, Puzzle, Strategy",4/12/2009
ShotTacToe,5.0,7.0,0.99,,Phone Bros,17+,13151232.0,"Entertainment, Board, Strategy, Games",1/12/2009
European War,3.5,286.0,0.99,,EASY Inc.,9+,14863724.0,"Games, Entertainment, Strategy, Board",7/12/2009
Catch-21,3.0,1620.0,0.0,,Game Show Network,4+,11439792.0,"Games, Strategy, Card",18/12/2009
TapOut by Tapjoy,3.5,37435.0,0.0,,TapJoy,4+,11333632.0,"Games, Entertainment, Puzzle, Strategy",10/12/2009
Red Conquest! (Episodes 1 & 2!),4.0,532.0,0.99,,Cat in a Box Games,12+,19387392.0,"Games, Simulation, Entertainment, Strategy",12/12/2009
Alien Antigens Lite,2.0,18.0,0.0,,Twisted Noodle llc,4+,6556139.0,"Games, Strategy, Puzzle, Entertainment",15/12/2009
Shredder Chess Lite,4.0,836.0,0.0,,"Eiko Bleicher, Skizzix.com",4+,24859648.0,"Games, Education, Board, Strategy",18/12/2009
Home Sweet Home LITE,3.5,13618.0,0.0,2.99,Big Blue Bubble,4+,25593921.0,"Games, Lifestyle, Simulation, Strategy",10/12/2009
Six Logic: Use your Brain!,4.0,64.0,0.99,,Horacio Jimenez,4+,53878784.0,"Games, Puzzle, Strategy, Entertainment",14/12/2009
Zen Wars,4.0,184.0,0.99,"0.99, 0.99",subzero.eu,9+,56263680.0,"Games, Strategy, Entertainment, Casual",11/08/2011
3 Boxes,2.5,310.0,0.0,0.99,Jan Mazurczak,4+,26754048.0,"Games, Entertainment, Strategy, Puzzle",17/12/2009
Age of Conquest: Asia,3.5,92.0,2.99,,Noble Master LLC,12+,37567488.0,"Games, Entertainment, Board, Strategy",15/12/2009
Strimko Lite,3.5,324.0,0.0,,"Puzzlium, Inc.",4+,13945969.0,"Games, Strategy, Puzzle",17/12/2009
Rogue Planet - FREE,3.5,1736.0,0.0,,Agharta Studio,9+,80186242.0,"Games, Action, Strategy",18/12/2009
Fragmental 3D Lite - Build Lines with Falling Blocks!,2.5,1377.0,0.0,,Aesthetic Interactive,4+,7988224.0,"Games, Puzzle, Entertainment, Strategy",23/12/2009
"""Gerry's Pegs""",2.0,6.0,0.99,,Gerry Beggs,4+,13468672.0,"Games, Strategy, Board",20/12/2009
Merchant,3.5,96.0,0.0,"2.99, 3.99, 0.99, 0.99, 9.99, 3.99, 6.99, 3.99, 0.99, 0.99",Oberon Interactive,4+,52686848.0,"Games, Social Networking, Simulation, Strategy",12/06/2014
European War Lite,3.5,1739.0,0.0,,EASY Inc.,9+,14912432.0,"Games, Strategy, Simulation",31/12/2009
Instant Chess,4.0,1009.0,0.0,"1.99, 1.99, 8.49, 3.99, 0.99, 1.99, 7.99",InstantChess Ltd,4+,123698176.0,"Games, Board, Lifestyle, Strategy",29/12/2009
Solve My Sudoku Penultimate,2.0,602.0,0.0,,Bata Construction,4+,215840.0,"Entertainment, Strategy, Games, Puzzle",29/12/2009
Optia,4.0,1335.0,2.99,,Beder Studios,4+,32712704.0,"Games, Entertainment, Strategy, Puzzle",29/12/2009
Hipercubo,3.0,86.0,0.0,,StudioAvante,4+,13109248.0,"Games, Strategy, Entertainment, Puzzle",11/01/2010
2012 Zombies vs Aliens Warfare,3.5,37350.0,0.0,,Infinidy Corp,12+,14556326.0,"Games, Strategy, Role Playing, Entertainment",10/01/2010
Crazy Chess Random - BA.net,2.0,119.0,0.0,,Jaime Garcia Ghirelli,4+,46803968.0,"Games, Board, Education, Strategy",30/12/2009
Bungee Stickmen - Australian Landmarks {LITE +},3.0,1229.0,0.0,"37.99, 199.99, 0.99",Poulet Maison Ptd Ltd,12+,10781853.0,"Medical, Adventure, Strategy, Games",13/01/2010
Bungee Stickmen - Australian Landmarks {LITE +},3.0,1229.0,0.0,"37.99, 199.99, 0.99",Poulet Maison Ptd Ltd,12+,10781853.0,"Medical, Adventure, Strategy, Games",13/01/2010
Tic Tac Toe Countdown,3.5,14.0,0.0,,Mikito Yoshiya,4+,9549824.0,"Games, Board, Strategy",7/01/2010
Space Harvest,4.0,342.0,0.0,,All-Seeing Interactive,9+,19326976.0,"Games, Action, Strategy",26/01/2010
Shark Attack Lite,3.0,254.0,0.0,,The Clash Soft,4+,8296134.0,"Games, Casual, Strategy",3/02/2010
Pinochle,4.5,10311.0,0.0,,fishdog.net,4+,50140160.0,"Games, Strategy, Card, Entertainment",11/02/2010
Space Adventure,2.5,319.0,0.99,,Aleksejs Voloviks,4+,47455232.0,"Games, Simulation, Entertainment, Strategy",20/01/2010
M\xfc,4.0,98.0,2.99,,House Full of Games,4+,11632640.0,"Games, Strategy, Entertainment, Card",21/01/2010
Two Hearts,3.0,49.0,0.0,,Abbacore LLC,9+,5049774.0,"Games, Entertainment, Strategy, Puzzle",15/02/2010
TankTigersES,3.5,307.0,0.0,,RustyRaven,9+,16819162.0,"Games, Action, Strategy",5/02/2010
ADMIRAL : Battle for Uranium,3.0,41.0,2.99,,S.MARSAULT,12+,47454208.0,"Games, Simulation, Entertainment, Strategy",19/02/2010
Vile Haberdashery,3.0,11.0,0.0,,Barking Dog Interactive,12+,19125248.0,"Games, Role Playing, Strategy, Entertainment",10/02/2010
Laser Chess,1.5,200.0,0.0,,Modular Dreams Inc,4+,2651122.0,"Games, Board, Strategy, Entertainment",1/04/2010
Worms 2: Armageddon,4.5,9908.0,4.99,"0.99, 0.99",Team17 Software Ltd,12+,529755136.0,"Games, Entertainment, Action, Strategy",27/10/2010
1 2 25,3.0,124.0,0.0,,Scanraid Ltd,4+,1224994.0,"Entertainment, Games, Puzzle, Strategy",19/02/2010
"""Akira Watanabe's TsumeShogi, intermediate course""",,,1.99,,Mynavi Publishing Corporation,4+,5771264.0,"Games, Strategy, Board, Entertainment",18/02/2010
Taxi Gone Crazy,3.5,6381.0,0.0,,Social Mobile Designs LLC,4+,6678875.0,"Games, Entertainment, Action, Strategy",20/02/2010
Sync-Ball,5.0,37.0,0.99,,"Tozai, Inc.",4+,8821760.0,"Games, Strategy, Puzzle, Education",8/03/2010
Musket & Artillery: American Revolutionary War Lite,3.5,1456.0,0.0,,EASY Inc.,9+,27736030.0,"Games, Board, Entertainment, Strategy",20/02/2010
64andWomen,,,1.99,,"Avruk, LLC",4+,8813568.0,"Sports, Games, Strategy, Sports",25/02/2010
Bubble Shooter Classic,2.5,272.0,0.99,0.99,Absolutist Ltd,4+,10806272.0,"Games, Strategy, Entertainment, Puzzle",25/02/2010
Chess+More,3.0,157.0,1.99,,Joshua Minor,4+,12133376.0,"Games, Strategy",23/03/2010
Chicks,3.0,13433.0,0.0,0.99,Triniti Interactive Limited,4+,29326612.0,"Games, Entertainment, Puzzle, Strategy",28/03/2010
Shogi Lv.100 (Japanese Chess),4.5,28.0,2.99,"2.99, 11.99",UNBALANCE Corporation,4+,23948288.0,"Games, Strategy, Board, Entertainment",4/03/2010
Mills And More Lite,3.0,17.0,0.0,,MeganetSoft,4+,2708572.0,"Games, Board, Strategy, Entertainment",5/03/2010
TheBench,2.5,11.0,1.99,,Panacea Technologies,4+,18437120.0,"Games, Sports, Sports, Strategy",2/03/2010
Chrome-8,4.5,8.0,0.0,,LMH S\xe4flund AB,4+,13504512.0,"Games, Entertainment, Strategy, Puzzle",3/03/2010
ESPN Tournament Challenge,4.0,45686.0,0.0,"4.99, 4.99, 49.99, 49.99",ESPN,4+,92408832.0,"Sports, Strategy, Sports, Games",14/03/2010
River Tower Defence - Free tower defense games,2.5,1096.0,0.0,,MystoneGame Inc,4+,70583296.0,"Games, Action, Strategy, Entertainment",10/03/2010
Mahjong!,3.0,203.0,1.99,,POK,4+,8246272.0,"Games, Strategy, Card",17/03/2010
Nuclear Defence,,,0.99,,Gianluca Natalini,4+,34558976.0,"Games, Strategy, Casual",17/03/2010
Lonpos Lite,2.5,39.0,0.0,,Lonpos USA,4+,18537472.0,"Games, Education, Puzzle, Strategy",20/03/2010
Sudoku Tablet,2.5,2117.0,0.0,4.99,Heiko Hambrock,4+,18915328.0,"Games, Family, Strategy, Entertainment",2/04/2010
Spider Solitaire Classic,3.5,12215.0,0.0,"3.99, 1.99, 1.99",Iversoft Solutions,4+,50012160.0,"Games, Strategy, Card, Entertainment",20/03/2010
Warlords: Call To Arms,3.5,6230.0,1.99,0.99,Greyhound Games,9+,12067083.0,"Games, Action, Strategy, Entertainment",5/04/2010
Worms HD,3.5,579.0,1.99,"0.99, 0.99",Team17 Software Ltd,12+,157129465.0,"Games, Entertainment, Strategy, Action",1/04/2010
Small World 2,4.0,1550.0,4.99,"0.99, 0.99, 0.99",Asmodee Digital,9+,257059840.0,"Games, Strategy, Board, Entertainment",1/04/2010
Fieldrunners for iPad,4.0,2303.0,3.99,,"Subatomic Studios, LLC",9+,219693056.0,"Games, Action, Strategy, Entertainment",1/04/2010
Chinese Checkers Lite,4.0,1638.0,0.0,"0.99, 0.99",WildCard Classics Inc,4+,57462784.0,"Games, Board, Entertainment, Strategy",2/05/2011
Free Cell Classic,4.0,6839.0,0.0,3.99,Iversoft Solutions,4+,214619136.0,"Games, Card, Strategy",27/03/2010
"""Ada's Hospital""",3.0,2738.0,0.0,"0.99, 0.99",Triniti Interactive Limited,4+,10511989.0,"Games, Strategy, Entertainment, Simulation",2/04/2010
WORP HD - Next Gen Solitaire Puzzle,5.0,5.0,1.99,,Maximilian Auer,4+,22065152.0,"Games, Board, Strategy, Entertainment",1/04/2010
SmartGo Kifu,4.5,227.0,19.99,,"Smart Go, Inc.",4+,64207872.0,"Games, Strategy, Board, Entertainment",1/04/2010
Touch Physics HD,4.0,184.0,2.99,,Gamez 4 Touch,4+,17022757.0,"Games, Strategy, Entertainment, Puzzle",2/04/2010
Tank Ace 1944 HD,2.5,16.0,1.99,,RESETgame,12+,16104448.0,"Games, Action, Strategy",1/04/2010
Shredder Chess for iPad,4.5,368.0,3.99,,"Eiko Bleicher, Skizzix.com",4+,34542592.0,"Games, Strategy, Board, Education",1/04/2010
Airport One,2.5,420.0,2.99,,"Touch Art, s.r.o.",4+,62170112.0,"Games, Strategy, Casual",1/04/2010
Fish Farm,3.5,24688.0,0.0,"2.99, 0.99, 1.99, 3.99, 7.99",bitbros Inc.,4+,39510016.0,"Games, Strategy, Entertainment, Simulation",19/04/2010
G.Blacksmith Lite,3.0,107.0,0.0,,Crazy Carpenter,4+,23666919.0,"Games, Puzzle, Strategy",3/04/2010
You & Me - Boxes Lite,2.5,15.0,0.0,,Key Software Services Private Limited,4+,3866624.0,"Games, Strategy, Entertainment, Puzzle",6/04/2010
Succulent Expressions,,,1.99,,Succulent Enterprises Inc.,17+,26766336.0,"Games, Lifestyle, Strategy, Word",5/04/2010
Airport Madness Mobile,3.5,187.0,4.99,,Fluik,9+,34923520.0,"Games, Strategy, Entertainment, Simulation",22/04/2010
"""Eric's Spider Solitaire Lite""",2.5,6147.0,0.0,,Eric Snider,4+,54165504.0,"Games, Entertainment, Card, Strategy",31/05/2010
"""Eric's Spider Solitaire HD""",4.5,954.0,0.99,,Eric Snider,4+,44658688.0,"Games, Card, Strategy, Entertainment",9/04/2010
"""Eric's FreeCell Solitaire Pack HD""",5.0,1229.0,0.99,,Eric Snider,4+,28633088.0,"Games, Entertainment, Card, Strategy",10/12/2010
"""Eric's Spider Sol HD Lite""",3.0,1361.0,0.0,,Eric Snider,4+,60317696.0,"Games, Card, Entertainment, Strategy",11/07/2010
Chess Premium HD,4.5,1003.0,1.99,,Optime Software LLC,4+,52358144.0,"Games, Entertainment, Board, Strategy",12/07/2010
Dream Travel Agency,2.5,79.0,2.99,,"AFEEL, Inc.",4+,131782656.0,"Games, Simulation, Strategy, Entertainment",10/04/2010
Tank Ace 1944 HD Lite,2.0,697.0,0.0,,RESETgame,12+,16104448.0,"Games, Action, Strategy",8/04/2010
Pitch,4.0,2987.0,1.99,,Jeff Harden,4+,78302208.0,"Games, Card, Entertainment, Strategy",12/04/2010
Four Tribes,3.0,85.0,1.99,,"""Sean O'Connor""",9+,20706304.0,"Games, Strategy, Action",12/04/2010
Airport Madness Mobile Lite,3.5,2217.0,0.0,"0.99, 0.99, 0.99, 0.99",Fluik,9+,40773632.0,"Games, Entertainment, Strategy, Simulation",16/07/2010
Farm Story\u2122,4.0,129759.0,0.0,"4.99, 19.99, 9.99, 3.99, 13.99, 6.99, 7.99, 49.99, 15.99, 11.99",Storm8 Studios,4+,105713664.0,"Games, Simulation, Entertainment, Strategy",2/05/2010
Gipsy King,,,0.99,,ycyclop games,4+,2089984.0,"Games, Board, Strategy",14/04/2010
Slotter,2.5,132.0,0.99,,Benjamin Zachey,4+,8119296.0,"Games, Entertainment, Family, Strategy",14/04/2010
Mine Searcher,,,0.99,,Thomas Sunde Nielsen,4+,12688384.0,"Games, Strategy, Board, Entertainment",17/04/2010
"""Eric's Spider Solitaire!""",4.5,3344.0,0.99,0.99,Eric Snider,4+,39673856.0,"Games, Card, Entertainment, Strategy",15/04/2010
Capita,3.5,5.0,0.99,,DigitalOrigins Ltd,4+,15073280.0,"Games, Puzzle, Entertainment, Strategy",19/04/2010
PocketM - \u0e2b\u0e21\u0e32\u0e01\u0e23\u0e38\u0e01\u0e44\u0e17\u0e22,3.5,45.0,0.0,,Nattachai Ungsriwong,4+,4509696.0,"Games, Strategy, Board",17/04/2010
Shogi Lv.100 for iPad (Japanese Chess),4.0,15.0,3.99,2.99,UNBALANCE Corporation,4+,23407616.0,"Games, Strategy, Board, Entertainment",23/04/2010
Chess HD  \u2219,4.0,16293.0,0.0,,Optime Software LLC,4+,71884800.0,"Games, Board, Strategy, Entertainment",12/07/2010
3D Benchmark,2.5,387.0,0.0,1.99,Luis Evaristo Rodriguez Campos,12+,23119872.0,"Games, Simulation, Utilities, Strategy",20/04/2010
RuneRun,1.5,7.0,0.99,,Redikod,9+,6987776.0,"Games, Puzzle, Strategy",25/04/2010
Park Star Lite,3.0,705.0,0.0,,EASY Inc.,4+,7696478.0,"Games, Simulation, Entertainment, Strategy",22/04/2010
ALERT! Finger Button Fun (FREE),3.0,3813.0,0.0,,"Zealogic, Inc.",4+,2517539.0,"Entertainment, Games, Strategy, Trivia",24/04/2010
TowerMadness HD,4.5,18279.0,4.99,"1.99, 1.99, 1.99, 1.99, 1.99, 1.99, 1.99, 1.99, 5.99",Limbic Software,9+,65495040.0,"Games, Action, Strategy",23/05/2010
Square-Off - An Educational Game from School Zone,3.0,136.0,0.0,,School Zone Publishing,4+,46461952.0,"Games, Entertainment, Strategy, Puzzle",27/04/2010
Empire Ascendant Lite,3.0,156.0,0.0,,DeadRatGames,9+,5767777.0,"Games, Entertainment, Simulation, Strategy",27/05/2010
Frosting Free,3.0,37299.0,0.0,,Rahul Biswas,4+,14755916.0,"Games, Role Playing, Entertainment, Strategy",13/05/2010
Land Air Sea Warfare,4.0,978.0,0.99,,Isotope 244,12+,154198016.0,"Games, Strategy, Action, Entertainment",7/05/2010
Crank It! - Letters - Brain Teaser,3.0,39.0,0.99,,Tsolias Software,4+,2984960.0,"Games, Puzzle, Strategy, Education",7/05/2010
Crank It! - Numbers - Brain Teaser,2.0,35.0,0.99,,Tsolias Software,4+,2849792.0,"Games, Strategy, Entertainment, Puzzle",12/05/2010
"""Ada's Fashion Show""",3.5,449.0,0.0,"0.99, 0.99",Triniti Interactive Limited,4+,20720901.0,"Games, Entertainment, Simulation, Strategy",23/09/2010
Tactica - Turn Based Strategy,3.5,113.0,0.99,,mathHeartCode UG(haftungsbeschraenkt),9+,44390400.0,"Games, Board, Strategy",15/05/2010
Backgammon NJ HD,4.0,5326.0,7.99,"4.99, 2.99, 2.99",Jimmy Hu,4+,48809984.0,"Games, Board, Entertainment, Strategy",18/05/2010
Tate Trumps,2.5,26.0,0.0,,Tate Gallery,4+,19681763.0,"Games, Entertainment, Strategy, Card",12/05/2010
Sudoku Colors HD,3.0,9.0,0.0,"1.99, 0.99, 0.99, 0.99, 0.99, 0.99, 0.99","Big Blue Clip, LLC",4+,12778912.0,"Games, Entertainment, Puzzle, Strategy",4/06/2010
Slice the Ice - Physics Game,,,0.0,1.99,Axel Friedrich,4+,257070080.0,"Games, Strategy, Puzzle, Entertainment",24/10/2017
Hero Wars : Free,4.0,1158.0,0.0,,Naomicsoft,4+,21807104.0,"Games, Strategy, Action",4/10/2010
Blood & Honor No Ads,4.0,3447.0,4.99,"9.99, 4.99, 9.99, 0.99, 2.99, 0.99, 4.99, 0.99, 19.99, 19.99",Sandstorm Interactive S.R.L.,12+,208099328.0,"Games, Board, Strategy, Entertainment",22/05/2010
Kakinoki Shogi for iPad,3.0,11.0,5.99,,Yoshikazu Kakinoki,4+,23780352.0,"Games, Board, Entertainment, Strategy",25/05/2010
G.Blacksmith.Color Lite,3.5,119.0,0.0,,Crazy Carpenter,4+,20304207.0,"Games, Strategy, Puzzle",29/05/2010
Agent-X free,,,0.0,2.99,Qeevee GmbH,4+,25155584.0,"Games, Strategy, Entertainment, Action",18/04/2017
Magic Alchemist,5.0,19.0,1.99,"0.99, 0.99, 1.99, 1.99",erdenkriecher.de,4+,129360896.0,"Games, Puzzle, Entertainment, Strategy",28/05/2010
Fantastic Checkers Go,3.5,769.0,0.0,1.99,EnsenaSoft,4+,28652544.0,"Games, Board, Education, Strategy",31/05/2010
Igowin Pro,4.0,23.0,4.99,,Smart Games,4+,25844736.0,"Games, Board, Strategy",2/06/2010
Galactic Empires: Age of Battle,3.0,1782.0,0.0,"16.99, 4.99, 8.99, 0.99, 2.99, 1.99, 9.99, 4.99, 0.99, 19.99",Serhiy Zahniy,4+,165506048.0,"Games, Role Playing, Strategy, Entertainment",10/06/2010
Trainwreck,,,0.0,,GameWeaver,4+,502263808.0,"Games, Strategy, Puzzle, Entertainment",9/12/2016
Simply Gomoku HD,3.5,552.0,0.0,,Simply Game,4+,6614449.0,"Games, Strategy, Entertainment, Board",8/06/2010
Keno Pad,4.5,32.0,5.99,"1.99, 4.99, 0.99",Keno Tap LLC,12+,5702656.0,"Games, Casino, Entertainment, Strategy",7/06/2010
Sensible Soccer Skills,3.0,183.0,0.0,,Reliance Big Entertainment UK Private Ltd,4+,20264890.0,"Games, Strategy, Sports, Entertainment",16/06/2010
Bubble Explode - Blast Shooter,3.5,51383.0,0.0,"1.99, 1.99, 4.99, 19.99, 99.99, 39.99, 34.99, 4.99",Spooky House Studios UG (haftungsbeschraenkt),4+,118840320.0,"Games, Puzzle, Strategy, Entertainment",19/06/2010
Collider\xae,4.0,1250.0,0.99,,"Freecloud Design, Inc.",4+,30252032.0,"Games, Entertainment, Strategy, Puzzle",1/12/2010
Nuclear Defence HD,1.5,46.0,0.99,,Gianluca Natalini,4+,42488832.0,"Games, Action, Strategy",18/06/2010
PocketM HD -  \u0e2b\u0e21\u0e32\u0e01\u0e23\u0e38\u0e01\u0e44\u0e17\u0e22,3.5,38.0,0.0,,Nattachai Ungsriwong,4+,10133504.0,"Games, Strategy, Board",16/06/2010
Oubliette,3.0,136.0,0.0,"3.99, 0.99, 4.99, 0.99, 0.99, 0.99, 1.99, 2.99, 0.99, 0.99",GabySoft,9+,61472768.0,"Games, Role Playing, Entertainment, Strategy",26/08/2010
000XXX,,,2.99,,Andela ICT,4+,11020288.0,"Games, Strategy, Board, Entertainment",14/06/2010
Zombie Dice,4.0,2091.0,0.0,0.99,Steve Jackson Games,9+,35420160.0,"Games, Entertainment, Strategy",30/07/2010
My Kingdom for the Princess HD,4.5,676.0,4.99,,Nevosoft LLC,4+,121187328.0,"Games, Simulation, Strategy",18/06/2010
Aqueduct,4.5,1312.0,2.99,"1.99, 1.99, 0.99",Kieffer Bros.,4+,63946752.0,"Games, Entertainment, Strategy, Puzzle",29/06/2010
Destroy9 Limit,3.5,380.0,0.0,,Naomicsoft,4+,37152386.0,"Games, Action, Strategy",19/06/2010
Dice Match,4.0,2205.0,0.0,"1.99, 0.99, 0.99, 0.99, 0.99",Gary Cox,4+,34355200.0,"Games, Strategy, Entertainment, Puzzle",10/07/2010
Lux USA - American Civil War,3.0,1900.0,0.0,,Sillysoft Games,9+,39472128.0,"Games, Entertainment, Board, Strategy",1/07/2010
Hero Wars : Lite,4.0,203.0,0.0,,Naomicsoft,4+,15966508.0,"Games, Strategy, Simulation",21/10/2010
\u25bbCHESS,4.5,22149.0,0.0,2.49,Mastersoft Ltd,4+,112579584.0,"Games, Strategy, Board, Entertainment",27/06/2010
Arimaa Trainer,4.0,13.0,0.99,,Martti Juotasniemi,4+,10514432.0,"Games, Strategy, Board, Entertainment",24/06/2010
Magic Alchemist Classic,4.0,38.0,0.0,"0.99, 0.99, 1.99, 1.99, 1.99",erdenkriecher.de,4+,128826368.0,"Games, Puzzle, Strategy, Entertainment",25/06/2010
Destroy9 - Alien Free,3.5,217.0,0.0,,Naomicsoft,4+,13305796.0,"Games, Strategy, Role Playing",5/07/2010
Domino for iPhone,4.0,997.0,3.99,,Jose Varela,4+,38358016.0,"Games, Strategy, Board, Entertainment",3/07/2010
Train Conductor 2: USA,4.0,4424.0,2.99,,The Voxel Agents,4+,30310400.0,"Games, Entertainment, Casual, Strategy",13/07/2010
My Kingdom for the Princess HD Lite,4.0,2171.0,0.0,,Nevosoft LLC,4+,71461888.0,"Games, Strategy, Puzzle",2/07/2010
Tic Tacky To,2.5,55.0,0.0,,A S K products,4+,925334.0,"Games, Board, Entertainment, Strategy",2/07/2010
Peppers Lite The  Game,3.0,914.0,0.0,,CM,4+,14018005.0,"Games, Strategy, Puzzle, Entertainment",12/07/2010
"""Helsing's Fire""",4.0,1460.0,0.99,,3909,4+,26494976.0,"Games, Strategy, Puzzle, Entertainment",10/07/2010
Bubble Explode Pro,4.5,1249.0,0.99,"1.99, 4.99, 9.99, 34.99, 39.99",Spooky House Studios UG (haftungsbeschraenkt),4+,93254656.0,"Games, Entertainment, Puzzle, Strategy",11/07/2010
Conquist Lite,4.0,861.0,0.0,,Schmeuk Studios,4+,5682435.0,"Games, Strategy, Board, Entertainment",24/07/2010
Blocks Mania,3.5,3293.0,0.0,"0.99, 1.99, 0.99, 0.99",Rafal Staszewski,4+,16161543.0,"Games, Strategy, Board, Entertainment",15/07/2010
Taipan! Mobile,3.0,188.0,0.0,2.99,"Fair Oaks Labs, Inc.",12+,3125248.0,"Games, Strategy, Simulation",21/07/2010
Morocco HD,4.5,10.0,0.99,,Bayou Games,4+,51822592.0,"Games, Board, Strategy",20/07/2010
Robo Logic 2 HD - Lite,3.0,361.0,0.0,,digitalsirup GmbH,4+,15421440.0,"Games, Puzzle, Strategy, Education",23/07/2010
Imperial,3.5,24.0,9.99,,Javelin Sdn Bhd,9+,17991680.0,"Games, Strategy, Board",30/09/2011
Nether Earth,3.0,103.0,0.99,,Aleksejs Voloviks,4+,4241408.0,"Games, Entertainment, Strategy, Trivia",29/07/2010
Legends of Elendria: The Frozen Maiden,3.0,258.0,0.0,"0.99, 2.99, 11.99, 5.99, 1.99, 0.99, 4.99, 4.99, 0.99, 1.99",Kyy Games,9+,19264702.0,"Games, Strategy, Role Playing, Entertainment",27/07/2010
"""Reiner Knizia's Medici HD""",4.5,725.0,3.99,,Codito Development Inc.,4+,103183360.0,"Games, Strategy, Entertainment, Board",29/07/2010
Fanoron,1.5,56.0,0.0,,CapeApps,4+,10132718.0,"Games, Board, Entertainment, Strategy",21/08/2010
Aqua Globs HD,3.0,63.0,0.0,,Qwiboo Ltd,4+,10350262.0,"Games, Casual, Entertainment, Strategy",18/08/2010
Bomb Squad Patrol,5.0,5.0,0.0,,Quantum Door,9+,8065334.0,"Games, Strategy, Puzzle, Entertainment",2/08/2010
Dragon Go Client,4.5,60.0,0.0,,Justin Weiss,4+,3892224.0,"Games, Board, Strategy",3/08/2010
TD Free,3.0,298.0,0.0,,Orz Games,4+,24436634.0,"Games, Entertainment, Action, Strategy",3/08/2010
Valor\u2122,4.0,12661.0,0.0,"4.99, 9.99, 19.99, 49.99, 99.99, 4.99",Quark Games LLC,12+,62133248.0,"Games, Strategy, Role Playing, Entertainment",29/10/2010
Simply Gomoku,3.0,93.0,0.0,,Simply Game,4+,6281433.0,"Games, Board, Strategy, Entertainment",4/08/2010
Squares HD,,,0.99,,Chris Haynes,4+,21003264.0,"Games, Strategy, Board",4/08/2010
Simulator for Starcraft 2 Lite,2.5,479.0,0.0,,RakaSaka,9+,5583336.0,"Games, Simulation, Utilities, Strategy",19/08/2010
"""Jean's Boutique Lite""",3.5,563.0,0.0,,"AFEEL, Inc.",4+,10961235.0,"Games, Strategy, Simulation",27/08/2010
Musket & Artillery: American Revolutionary War for iPad,3.0,100.0,2.99,,EASY Inc.,9+,47011298.0,"Games, Strategy, Entertainment, Board",11/08/2010
"""Guns'n'Glory""",4.0,3673.0,0.0,"2.99, 0.99, 0.99, 7.99",HandyGames,12+,53997568.0,"Games, Strategy, Entertainment, Action",19/08/2010
